id,start_timestamp,duration,start_frame_index,end_frame_index,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,base_data
0,547769.113995,192.81050004065037,28,33,0.5096677188066109,0.4400588411895037,1.3718262731520703,0.9621985219729905,3d gaze,96.27547139157116,530.510314819946,7558.940454011591,547769.113995 547769.120297 547769.1236395 547769.1291825001 547769.1323645 547769.1392689999 547769.1452744999 547769.153524 547769.157119 547769.1606095 547769.1658435 547769.1685765 547769.174414 547769.177464 547769.1817815 547769.1863695 547769.19019 547769.192517 547769.194831 547769.1984834999 547769.202661 547769.206594 547769.2108364999 547769.2149415 547769.2189725 547769.224021 547769.229512 547769.23547 547769.240926 547769.2425144999 547769.2478745 547769.2516695 547769.254451 547769.2583465 547769.2623035 547769.2663555 547769.2705975 547769.2746045 547769.2783555 547769.282315 547769.2864315 547769.2905369999 547769.2944189999 547769.298494 547769.3026795001 547769.3068055001
1,547769.3124895,394.1629999317229,34,46,0.5242870438339082,0.44846023500596804,1.4675805925924617,0.9189971071789581,3d gaze,155.84700047014988,247.8670298065365,4161.769690544072,547769.3124895 547769.3178445001 547769.32007 547769.3232 547769.3271865 547769.3303749999 547769.3363135 547769.3403584999 547769.3466435 547769.350593 547769.35459 547769.3582939999 547769.3627785 547769.3668424999 547769.3708975001 547769.3749065 547769.3784345 547769.3828175 547769.388457 547769.3919945001 547769.394962 547769.3989299999 547769.4027755 547769.406826 547769.4103055 547769.4142485 547769.4187584999 547769.4227644999 547769.4262755 547769.430311 547769.4376995 547769.4430825 547769.4466405 547769.452337 547769.457123 547769.4599845 547769.4624235 547769.466441 547769.4703474999 547769.4762220001 547769.4801050001 547769.482232 547769.486283 547769.4903175 547769.495097 547769.4992269999 547769.503157 547769.507138 547769.5104655 547769.5149945 547769.5198095 547769.5232515 547769.526383 547769.5302695 547769.5362564999 547769.5402624999 547769.544279 547769.5502724999 547769.5542585 547769.5583184999 547769.5623844999 547769.5663695 547769.5712275 547769.5758994999 547769.5789915 547769.58285 547769.5883205 547769.592324 547769.594854 547769.5982865 547769.6026204999 547769.6066244999 547769.610293 547769.614278 547769.618885 547769.62289 547769.626433 547769.6310149999 547769.636876 547769.6403125 547769.6463154999 547769.650441 547769.6543604999 547769.658467 547769.663848 547769.6677885 547769.670383 547769.6748830001 547769.6791415 547769.6826005001 547769.6864054999 547769.6903959999 547769.694282 547769.6994795001 547769.7035215 547769.7066525
2,547769.710866,139.4699999364093,47,51,0.5342006170062095,0.4538600307602923,0.4543117719663653,0.9004411930301782,3d gaze,166.47761871541505,169.2097317090157,3172.0012311696187,547769.710866 547769.714554 547769.7183419999 547769.7223385 547769.7263425 547769.7339504999 547769.74135 547769.74351 547769.746048 547769.750271 547769.7543895 547769.7600125 547769.7639949999 547769.7667125 547769.770702 547769.7745165001 547769.7784485 547769.7822805 547769.7864335 547769.792604 547769.7969945 547769.799683 547769.8039505 547769.807149 547769.810615 547769.814581 547769.818326 547769.8223059999 547769.826327 547769.8304275 547769.8364255 547769.8403304999 547769.8463425 547769.850336
3,547769.8710835,225.70099995937198,52,57,0.48467490490644727,0.44665087735654185,1.362681206367996,0.9386314803235204,3d gaze,-104.99126126640095,258.62428831977803,4170.228511887475,547769.8710835 547769.883265 547769.886777 547769.8905595 547769.8994334999 547769.9036805 547769.9076045 547769.911001 547769.914992 547769.9205990001 547769.924613 547769.9276465001 547769.931595 547769.936424 547769.940312 547769.944427 547769.9504025 547769.9543635 547769.9598045 547769.9637915 547769.9673915 547769.971406 547769.974618 547769.9786119999 547769.982366 547769.9863219999 547769.9903355 547769.9958885 547769.9999505 547770.005763 547770.011082 547770.0137105 547770.0158559999 547770.0183595 547770.0223925 547770.026331 547770.03027 547770.036306 547770.040327 547770.0463119999 547770.0503189999 547770.0546104999 547770.0586039999 547770.0623375 547770.0666545 547770.070668 547770.0743345 547770.0782665 547770.082299 547770.0864565 547770.092666 547770.0967844999
4,547770.12659,236.16349999792874,59,65,0.552733108578252,0.4579276791222093,1.4788166813083183,0.9423451804131833,3d gaze,411.4767699480109,249.42599614357894,5092.156602203453,547770.12659 547770.1302845 547770.1362815 547770.140248 547770.146547 547770.1505465 547770.154666 547770.1584589999 547770.1623845 547770.166592 547770.1705995 547770.1746815001 547770.1786465 547770.182308 547770.1863185 547770.1903359999 547770.19447 547770.198418 547770.2022955 547770.2063195 547770.2107309999 547770.2146985 547770.218263 547770.2223075 547770.2272365 547770.232828 547770.237929 547770.240337 547770.246694 547770.250643 547770.2546649999 547770.25827 547770.2622615 547770.266308 547770.2703074999 547770.274252 547770.278249 547770.2822535001 547770.2862535 547770.2903925 547770.29508 547770.2990355 547770.3023699999 547770.307147 547770.3131154999 547770.3163109999 547770.318356 547770.3222930001 547770.3262499999 547770.3302885 547770.336292 547770.340249 547770.344239 547770.3502895 547770.3543334999 547770.3587209999 547770.3627535
5,547770.3826520001,380.208499962464,66,78,0.5067407812354391,0.4594020808325594,1.4144692595011077,0.9515433374459967,3d gaze,33.13106717685478,154.78758763942764,3301.669532074609,547770.3826520001 547770.3868005 547770.3907375 547770.394506 547770.3982695 547770.402342 547770.4063619999 547770.4102995 547770.4142779999 547770.418755 547770.4229235 547770.4267114999 547770.4305575 547770.436315 547770.440316 547770.445059 547770.4525444999 547770.455819 547770.4584395001 547770.462438 547770.4668095 547770.470843 547770.4743329999 547770.4782469999 547770.4822525 547770.4863024999 547770.490439 547770.4945845 547770.502183 547770.507774 547770.5134735 547770.5164685 547770.5198625 547770.5236255 547770.5274805 547770.5304255 547770.537156 547770.541641 547770.5470405 547770.5503179999 547770.554396 547770.5604739999 547770.56453 547770.566469 547770.5704355 547770.574433 547770.578735 547770.5836185 547770.5883555 547770.592663 547770.597054 547770.599956 547770.6031945 547770.60721 547770.6104455 547770.614482 547770.618498 547770.6224285 547770.629539 547770.6347195 547770.6378735 547770.6411955 547770.644939 547770.6503244999 547770.654601 547770.6592645 547770.6636375 547770.6672695 547770.6711055001 547770.674905 547770.6783670001 547770.682298 547770.6863325001 547770.6903515 547770.6947844999 547770.7001555 547770.7041654999 547770.706943 547770.7104655 547770.7142745 547770.719212 547770.723567 547770.726733 547770.7307269999 547770.736631 547770.740286 547770.7462975 547770.7504014999 547770.7545995 547770.7588345 547770.7628605
6,547770.766877,269.49199999216944,78,86,0.5286499601173176,0.46139054693157444,1.3598373592641655,0.9404468544599451,3d gaze,108.22718894466617,110.7155077590307,2470.0827278032107,547770.766877 547770.7733385 547770.7780055 547770.7802215 547770.783386 547770.786739 547770.7909975001 547770.795532 547770.8000495001 547770.803187 547770.806938 547770.810954 547770.814422 547770.8183895 547770.8222975 547770.8263795 547770.830498 547770.8364995001 547770.840482 547770.8443755 547770.8503099999 547770.8543775 547770.858423 547770.862413 547770.8663985 547770.8704955 547770.8744804999 547770.878327 547770.882433 547770.886477 547770.890334 547770.8943004999 547770.8984129999 547770.9035625 547770.9083685 547770.911244 547770.9143864999 547770.9184089999 547770.922333 547770.926601 547770.9307305 547770.93725 547770.9413554999 547770.9492385 547770.9523885 547770.9573220001 547770.960756 547770.9638405 547770.9665709999 547770.97064 547770.9744114999 547770.978328 547770.9823024999 547770.9864304999 547770.9904420001 547770.9947490001 547770.999737 547771.0045914999 547771.007872 547771.0106909999 547771.014568 547771.0184655 547771.0222875 547771.0263 547771.0303565001 547771.036369
7,547771.980568,210.35900001879781,114,121,0.5724031607228576,0.458539772909688,1.4597750471016135,0.9517218219349148,3d gaze,291.4532148221875,125.75474812634626,2631.743617981126,547771.980568 547771.9826005 547771.9880484999 547772.002506 547772.0065425 547772.009313 547772.012504 547772.019008 547772.023604 547772.02622 547772.028771 547772.0319584999 547772.03759 547772.043792 547772.0478425 547772.052693 547772.0576485 547772.0633119999 547772.066597 547772.0696735 547772.072453 547772.076439 547772.078394 547772.082497 547772.088465 547772.092802 547772.0969455 547772.100523 547772.1057565 547772.1075909999 547772.112008 547772.1153455 547772.121067 547772.124535 547772.1285084999 547772.130479 547772.136358 547772.140293 547772.1443135 547772.1503695 547772.1544329999 547772.1586465 547772.162675 547772.166751 547772.1706685 547772.175895 547772.180005 547772.184123 547772.188573 547772.190927
8,547772.8063719999,120.06200011819601,138,142,0.44437907866176113,0.3743919718192907,1.4316087377279276,0.9338541749245004,3d gaze,-398.033426180196,676.9631133494814,4693.144663532918,547772.8063719999 547772.81025 547772.8146575 547772.818712 547772.822314 547772.8263225 547772.830435 547772.8364174999 547772.8403254999 547772.8463504999 547772.8503495 547772.854309 547772.8582555 547772.862267 547772.866293 547772.870539 547772.8745205 547772.8782569999 547772.8823269999 547772.886534 547772.8910930001 547772.895198 547772.9011315 547772.906037 547772.9075945 547772.910424 547772.914387 547772.9203 547772.924205 547772.926434
9,547774.2588305,134.4210000243038,181,185,0.5897128478124473,0.4834343033619524,1.4584426800242605,0.9320175240560336,3d gaze,275.18032099316036,38.10515291348693,1999.298082853046,547774.2588305 547774.265295 547774.2698059999 547774.2716365 547774.274954 547774.278373 547774.282746 547774.2878439999 547774.291597 547774.2945429999 547774.2984475 547774.3024265 547774.3062809999 547774.310247 547774.314242 547774.318493 547774.3258905 547774.3311025 547774.333334 547774.337908 547774.340319 547774.346301 547774.3504049999 547774.3543145 547774.358348 547774.3623685 547774.3669499999 547774.370993 547774.374384 547774.3782704999 547774.3822675 547774.386528 547774.3932515
